readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
8499	unclassified	0	0	0	0	165	1
8501	unclassified	0	0	0	0	93	1
8491	unclassified	0	0	0	0	1161	1
8502	unclassified	0	0	0	0	210	1
8500	NC_000004.12	9606	81	0	24	372	1
8505	unclassified	0	0	0	0	183	1
8504	unclassified	0	0	0	0	324	1
8503	unclassified	0	0	0	0	579	1
8506	unclassified	0	0	0	0	111	1
8507	unclassified	0	0	0	0	432	1
8496	unclassified	0	0	0	0	1725	1
8511	unclassified	0	0	0	0	141	1
8512	unclassified	0	0	0	0	381	1
8510	unclassified	0	0	0	0	936	1
8509	unclassified	0	0	0	0	1383	1
8508	cid|1852	1852	81	0	24	1482	1
8516	unclassified	0	0	0	0	243	1
8515	unclassified	0	0	0	0	294	1
8513	unclassified	0	0	0	0	876	1
8518	unclassified	0	0	0	0	225	1
8519	unclassified	0	0	0	0	141	1
8520	unclassified	0	0	0	0	402	1
8514	unclassified	0	0	0	0	1083	1
8522	unclassified	0	0	0	0	105	1
8521	unclassified	0	0	0	0	426	1
8517	unclassified	0	0	0	0	852	1
8523	unclassified	0	0	0	0	342	1
8526	unclassified	0	0	0	0	273	1
8527	unclassified	0	0	0	0	165	1
8528	unclassified	0	0	0	0	198	1
8530	unclassified	0	0	0	0	144	1
8531	unclassified	0	0	0	0	189	1
8524	unclassified	0	0	0	0	1224	1
8525	unclassified	0	0	0	0	1347	1
8532	unclassified	0	0	0	0	678	1
8533	unclassified	0	0	0	0	357	1
8534	cid|1501	1501	81	0	24	177	1
8537	unclassified	0	0	0	0	165	1
8529	unclassified	0	0	0	0	1416	1
8538	unclassified	0	0	0	0	372	1
8535	unclassified	0	0	0	0	915	1
8539	unclassified	0	0	0	0	678	1
8540	NC_000003.12	9606	121	0	26	930	1
8541	unclassified	0	0	0	0	903	1
8536	cid|1511	1511	64	0	23	1893	1
8544	unclassified	0	0	0	0	465	1
8543	unclassified	0	0	0	0	819	1
8545	unclassified	0	0	0	0	522	1
8547	unclassified	0	0	0	0	510	1
8542	unclassified	0	0	0	0	2130	1
8548	unclassified	0	0	0	0	1116	1
8546	unclassified	0	0	0	0	1221	1
8549	unclassified	0	0	0	0	789	1
8552	unclassified	0	0	0	0	168	1
8553	unclassified	0	0	0	0	120	1
8554	unclassified	0	0	0	0	114	1
8551	unclassified	0	0	0	0	471	1
8555	unclassified	0	0	0	0	345	1
8558	unclassified	0	0	0	0	270	1
8559	unclassified	0	0	0	0	423	1
8557	unclassified	0	0	0	0	999	1
8561	unclassified	0	0	0	0	165	1
8556	unclassified	0	0	0	0	1305	1
8550	unclassified	0	0	0	0	2337	1
8564	unclassified	0	0	0	0	129	1
8563	unclassified	0	0	0	0	531	1
8560	unclassified	0	0	0	0	936	1
8567	unclassified	0	0	0	0	366	1
8568	unclassified	0	0	0	0	402	1
8566	NC_000023.11	9606	64	0	23	1026	1
8562	unclassified	0	0	0	0	1656	1
8565	cid|103690	103690	169	81	28	1317	1
8572	unclassified	0	0	0	0	147	1
8571	unclassified	0	0	0	0	528	1
8574	unclassified	0	0	0	0	126	1
8573	unclassified	0	0	0	0	261	1
8570	unclassified	0	0	0	0	936	1
8569	unclassified	0	0	0	0	1587	1
8576	unclassified	0	0	0	0	966	1
8578	cid|1520	1520	64	0	23	816	1
8577	unclassified	0	0	0	0	1359	1
8581	unclassified	0	0	0	0	513	1
8580	cid|39491	39491	64	0	23	492	1
8579	unclassified	0	0	0	0	1197	1
8584	unclassified	0	0	0	0	213	1
8575	unclassified	0	0	0	0	2541	1
8582	cid|1476	1476	64	64	23	1512	2
8582	cid|449	449	64	64	23	1512	2
8586	unclassified	0	0	0	0	1131	1
8585	unclassified	0	0	0	0	1239	1
8583	cid|1603555	1603555	81	81	24	1509	2
8583	cid|1168034	1168034	81	81	24	1509	2
8588	unclassified	0	0	0	0	438	1
8589	NC_000018.10	9606	64	0	23	480	1
8590	unclassified	0	0	0	0	333	1
8587	unclassified	0	0	0	0	609	1
8593	unclassified	0	0	0	0	258	1
8594	cid|29329	29329	64	0	23	249	1
8596	unclassified	0	0	0	0	285	1
8597	unclassified	0	0	0	0	429	1
8598	unclassified	0	0	0	0	306	1
8595	unclassified	0	0	0	0	1383	1
8599	unclassified	0	0	0	0	363	1
8601	unclassified	0	0	0	0	288	1
8602	unclassified	0	0	0	0	318	1
8603	unclassified	0	0	0	0	1038	1
8592	cid|420950	420950	100	0	25	3351	1
8600	unclassified	0	0	0	0	1782	1
8604	unclassified	0	0	0	0	273	1
8607	unclassified	0	0	0	0	603	1
8591	cid|1229909	1229909	121	81	26	3810	1
8608	NC_000012.12	9606	169	169	28	306	2
8608	NC_000023.11	9606	169	169	28	306	2
8610	unclassified	0	0	0	0	153	1
8605	cid|230361	230361	64	0	23	1344	1
8609	unclassified	0	0	0	0	387	1
8611	unclassified	0	0	0	0	348	1
8606	unclassified	0	0	0	0	1794	1
8614	unclassified	0	0	0	0	525	1
8615	unclassified	0	0	0	0	570	1
8616	unclassified	0	0	0	0	222	1
8612	unclassified	0	0	0	0	1458	1
8618	unclassified	0	0	0	0	300	1
8613	unclassified	0	0	0	0	1059	1
8620	unclassified	0	0	0	0	117	1
8619	unclassified	0	0	0	0	456	1
8622	unclassified	0	0	0	0	378	1
8623	unclassified	0	0	0	0	177	1
8621	unclassified	0	0	0	0	600	1
8624	unclassified	0	0	0	0	291	1
8617	cid|28901	28901	64	0	23	1002	1
8627	unclassified	0	0	0	0	306	1
8628	unclassified	0	0	0	0	381	1
8629	unclassified	0	0	0	0	417	1
8626	unclassified	0	0	0	0	840	1
8625	unclassified	0	0	0	0	1113	1
8631	unclassified	0	0	0	0	390	1
8632	unclassified	0	0	0	0	369	1
8634	unclassified	0	0	0	0	447	1
8635	unclassified	0	0	0	0	408	1
8636	unclassified	0	0	0	0	318	1
8633	unclassified	0	0	0	0	933	1
8630	cid|388640	388640	400	81	35	1395	1
8639	unclassified	0	0	0	0	807	1
8637	unclassified	0	0	0	0	1419	1
8640	cid|187493	187493	64	0	23	753	1
8642	unclassified	0	0	0	0	195	1
8643	unclassified	0	0	0	0	126	1
8638	cid|1580092	1580092	361	225	34	1401	1
8646	unclassified	0	0	0	0	105	1
8645	unclassified	0	0	0	0	297	1
8641	cid|83171	83171	64	0	23	927	1
8644	cid|155322	155322	64	64	23	462	2
8644	cid|1428	1428	64	64	23	462	2
8649	unclassified	0	0	0	0	171	1
8650	unclassified	0	0	0	0	249	1
8647	cid|50339	50339	64	0	23	603	1
8653	unclassified	0	0	0	0	165	1
8652	unclassified	0	0	0	0	399	1
8648	unclassified	0	0	0	0	825	1
8654	unclassified	0	0	0	0	189	1
8651	unclassified	0	0	0	0	789	1
8657	unclassified	0	0	0	0	402	1
8655	unclassified	0	0	0	0	774	1
8660	unclassified	0	0	0	0	450	1
8659	unclassified	0	0	0	0	717	1
8658	cid|264697	264697	64	0	23	1155	1
8656	unclassified	0	0	0	0	1455	1
8662	unclassified	0	0	0	0	333	1
8661	unclassified	0	0	0	0	504	1
8665	unclassified	0	0	0	0	267	1
8667	unclassified	0	0	0	0	441	1
8663	unclassified	0	0	0	0	882	1
8669	unclassified	0	0	0	0	180	1
8668	unclassified	0	0	0	0	321	1
8670	unclassified	0	0	0	0	279	1
8664	cid|84599	84599	100	81	25	1272	1
8671	unclassified	0	0	0	0	558	1
8673	unclassified	0	0	0	0	300	1
8666	unclassified	0	0	0	0	1440	1
8672	cid|1580092	1580092	81	0	24	564	1
8677	unclassified	0	0	0	0	177	1
8674	unclassified	0	0	0	0	651	1
8675	unclassified	0	0	0	0	975	1
8679	unclassified	0	0	0	0	633	1
8681	unclassified	0	0	0	0	147	1
8678	cid|1216932	1216932	81	64	24	972	1
8680	cid|54261	54261	81	81	24	597	2
8680	cid|84156	84156	81	81	24	597	2
8676	NC_000001.11	9606	64	0	23	1971	1
8682	unclassified	0	0	0	0	1026	1
8684	unclassified	0	0	0	0	711	1
8686	unclassified	0	0	0	0	435	1
8688	unclassified	0	0	0	0	216	1
8685	unclassified	0	0	0	0	1155	1
8687	unclassified	0	0	0	0	918	1
8689	unclassified	0	0	0	0	378	1
8683	unclassified	0	0	0	0	2169	1
8692	unclassified	0	0	0	0	324	1
8694	unclassified	0	0	0	0	180	1
8695	unclassified	0	0	0	0	165	1
8691	unclassified	0	0	0	0	747	1
8697	unclassified	0	0	0	0	219	1
8698	unclassified	0	0	0	0	162	1
8693	cid|143361	143361	225	0	30	879	1
8696	unclassified	0	0	0	0	693	1
8690	cid|2331	2331	225	0	30	1386	1
8702	unclassified	0	0	0	0	120	1
8701	unclassified	0	0	0	0	183	1
8700	unclassified	0	0	0	0	348	1
8699	unclassified	0	0	0	0	762	1
8704	unclassified	0	0	0	0	516	1
8706	unclassified	0	0	0	0	177	1
8703	cid|513050	513050	64	0	23	1029	1
8705	cid|1774743	1774743	121	64	26	921	1
8708	unclassified	0	0	0	0	561	1
8711	unclassified	0	0	0	0	549	1
8709	unclassified	0	0	0	0	681	1
8713	unclassified	0	0	0	0	252	1
8710	unclassified	0	0	0	0	1110	1
8714	cid|1396	1396	64	64	23	534	2
8714	cid|1428	1428	64	64	23	534	2
8712	unclassified	0	0	0	0	1050	1
8707	unclassified	0	0	0	0	2295	1
8715	NC_000008.11	9606	64	0	23	906	1
8717	unclassified	0	0	0	0	657	1
8719	cid|1603555	1603555	289	100	32	597	1
8720	unclassified	0	0	0	0	588	1
8716	unclassified	0	0	0	0	1650	1
8721	unclassified	0	0	0	0	414	1
8722	unclassified	0	0	0	0	549	1
8718	cid|1219	1219	169	121	28	1425	1
8724	unclassified	0	0	0	0	570	1
8727	unclassified	0	0	0	0	186	1
8728	unclassified	0	0	0	0	108	1
8729	unclassified	0	0	0	0	123	1
8726	unclassified	0	0	0	0	783	1
8731	unclassified	0	0	0	0	198	1
8732	unclassified	0	0	0	0	159	1
8723	unclassified	0	0	0	0	1698	1
8725	NC_000001.11	9606	64	0	23	1401	1
8734	unclassified	0	0	0	0	135	1
8730	cid|1659194	1659194	81	0	24	723	1
8735	unclassified	0	0	0	0	204	1
8737	unclassified	0	0	0	0	222	1
8733	unclassified	0	0	0	0	492	1
8738	unclassified	0	0	0	0	363	1
8741	unclassified	0	0	0	0	279	1
8739	cid|172045	172045	81	0	24	855	1
8742	unclassified	0	0	0	0	564	1
8743	unclassified	0	0	0	0	432	1
8740	unclassified	0	0	0	0	1407	1
8744	unclassified	0	0	0	0	486	1
8746	unclassified	0	0	0	0	273	1
8747	unclassified	0	0	0	0	243	1
8745	unclassified	0	0	0	0	522	1
8749	unclassified	0	0	0	0	192	1
8748	unclassified	0	0	0	0	291	1
8752	unclassified	0	0	0	0	222	1
8751	unclassified	0	0	0	0	489	1
8736	unclassified	0	0	0	0	2802	1
8753	unclassified	0	0	0	0	432	1
8750	unclassified	0	0	0	0	963	1
8754	unclassified	0	0	0	0	549	1
8758	unclassified	0	0	0	0	333	1
8756	cid|1405	1405	64	0	23	555	1
8757	unclassified	0	0	0	0	567	1
8760	unclassified	0	0	0	0	123	1
8762	unclassified	0	0	0	0	330	1
8759	unclassified	0	0	0	0	618	1
8755	NC_000005.10	9606	81	0	24	1635	1
8764	unclassified	0	0	0	0	492	1
8761	unclassified	0	0	0	0	1074	1
8765	unclassified	0	0	0	0	330	1
8767	unclassified	0	0	0	0	234	1
8763	unclassified	0	0	0	0	1104	1
8768	unclassified	0	0	0	0	474	1
8769	cid|471223	471223	64	0	23	417	1
8772	unclassified	0	0	0	0	144	1
8771	unclassified	0	0	0	0	222	1
8773	unclassified	0	0	0	0	363	1
8770	unclassified	0	0	0	0	975	1
8766	cid|403957	403957	256	0	31	1362	1
8774	unclassified	0	0	0	0	1146	1
8776	unclassified	0	0	0	0	696	1
8775	unclassified	0	0	0	0	987	1
8777	unclassified	0	0	0	0	651	1
8780	unclassified	0	0	0	0	147	1
8779	unclassified	0	0	0	0	603	1
8781	unclassified	0	0	0	0	603	1
8783	unclassified	0	0	0	0	180	1
8785	unclassified	0	0	0	0	153	1
8784	unclassified	0	0	0	0	192	1
8782	unclassified	0	0	0	0	804	1
8778	unclassified	0	0	0	0	1395	1
8787	unclassified	0	0	0	0	657	1
8789	unclassified	0	0	0	0	465	1
8791	unclassified	0	0	0	0	300	1
8786	unclassified	0	0	0	0	1365	1
8790	unclassified	0	0	0	0	879	1
8792	unclassified	0	0	0	0	468	1
8788	cid|184064	184064	81	0	24	1659	1
8793	cid|1280	1280	100	0	25	825	1
8797	unclassified	0	0	0	0	165	1
8794	unclassified	0	0	0	0	813	1
8796	cid|1155739	1155739	64	0	23	1005	1
8799	unclassified	0	0	0	0	642	1
8798	unclassified	0	0	0	0	1098	1
8801	unclassified	0	0	0	0	426	1
8803	unclassified	0	0	0	0	336	1
8802	unclassified	0	0	0	0	843	1
8795	unclassified	0	0	0	0	2682	1
8805	unclassified	0	0	0	0	423	1
8806	unclassified	0	0	0	0	444	1
8800	unclassified	0	0	0	0	2163	1
8807	unclassified	0	0	0	0	711	1
8808	unclassified	0	0	0	0	678	1
8804	unclassified	0	0	0	0	1575	1
8809	unclassified	0	0	0	0	708	1
8811	unclassified	0	0	0	0	378	1
8813	unclassified	0	0	0	0	363	1
8814	unclassified	0	0	0	0	369	1
8810	unclassified	0	0	0	0	873	1
8817	unclassified	0	0	0	0	156	1
8816	unclassified	0	0	0	0	420	1
8818	unclassified	0	0	0	0	429	1
8815	unclassified	0	0	0	0	777	1
8819	unclassified	0	0	0	0	366	1
8821	unclassified	0	0	0	0	147	1
8822	unclassified	0	0	0	0	66	1
8812	cid|1410606	1410606	196	196	29	1590	2
8812	cid|1500960	1500960	196	196	29	1590	2
8820	unclassified	0	0	0	0	552	1
8824	unclassified	0	0	0	0	321	1
8825	unclassified	0	0	0	0	615	1
8823	unclassified	0	0	0	0	1032	1
8828	unclassified	0	0	0	0	168	1
8827	unclassified	0	0	0	0	816	1
8826	NC_000012.12	9606	289	289	32	1281	5
8826	NW_013171809.1	9606	289	289	32	1281	5
8826	NC_000001.11	9606	289	289	32	1281	5
8826	NC_000004.12	9606	289	289	32	1281	5
8826	NC_000002.12	9606	289	289	32	1281	5
8831	unclassified	0	0	0	0	669	1
8832	unclassified	0	0	0	0	441	1
8833	unclassified	0	0	0	0	612	1
8830	unclassified	0	0	0	0	1506	1
8835	unclassified	0	0	0	0	111	1
8834	unclassified	0	0	0	0	582	1
8836	unclassified	0	0	0	0	150	1
8829	unclassified	0	0	0	0	1806	1
8838	unclassified	0	0	0	0	147	1
8837	unclassified	0	0	0	0	579	1
8840	unclassified	0	0	0	0	711	1
8842	cid|197162	197162	289	0	32	420	1
8843	unclassified	0	0	0	0	264	1
8845	unclassified	0	0	0	0	186	1
8841	unclassified	0	0	0	0	1188	1
8844	unclassified	0	0	0	0	480	1
8847	unclassified	0	0	0	0	342	1
8846	unclassified	0	0	0	0	408	1
8849	unclassified	0	0	0	0	123	1
8839	NC_000011.10	9606	81	81	24	1728	2
8839	NC_000012.12	9606	81	81	24	1728	2
8851	unclassified	0	0	0	0	411	1
8850	unclassified	0	0	0	0	603	1
8854	unclassified	0	0	0	0	126	1
8853	unclassified	0	0	0	0	237	1
8852	unclassified	0	0	0	0	717	1
8856	unclassified	0	0	0	0	195	1
8855	unclassified	0	0	0	0	201	1
8859	unclassified	0	0	0	0	201	1
8860	unclassified	0	0	0	0	138	1
8861	unclassified	0	0	0	0	129	1
8848	unclassified	0	0	0	0	1806	1
8863	unclassified	0	0	0	0	192	1
8862	unclassified	0	0	0	0	375	1
8858	unclassified	0	0	0	0	1155	1
8857	unclassified	0	0	0	0	1269	1
8865	unclassified	0	0	0	0	495	1
8866	unclassified	0	0	0	0	576	1
8867	unclassified	0	0	0	0	753	1
8870	unclassified	0	0	0	0	126	1
8864	cid|384	384	64	0	23	1509	1
8871	unclassified	0	0	0	0	297	1
8868	unclassified	0	0	0	0	1212	1
8869	cid|316	316	64	0	23	864	1
8873	unclassified	0	0	0	0	210	1
8872	unclassified	0	0	0	0	378	1
8876	unclassified	0	0	0	0	273	1
8877	unclassified	0	0	0	0	633	1
8874	unclassified	0	0	0	0	882	1
8878	unclassified	0	0	0	0	507	1
8879	unclassified	0	0	0	0	204	1
8880	unclassified	0	0	0	0	318	1
8882	unclassified	0	0	0	0	141	1
8881	unclassified	0	0	0	0	393	1
8884	unclassified	0	0	0	0	246	1
8883	unclassified	0	0	0	0	420	1
8887	unclassified	0	0	0	0	255	1
8888	unclassified	0	0	0	0	219	1
8885	unclassified	0	0	0	0	714	1
8889	unclassified	0	0	0	0	171	1
8886	unclassified	0	0	0	0	870	1
8891	unclassified	0	0	0	0	177	1
8890	unclassified	0	0	0	0	522	1
8892	unclassified	0	0	0	0	372	1
8894	unclassified	0	0	0	0	171	1
8895	unclassified	0	0	0	0	261	1
8875	unclassified	0	0	0	0	2715	1
8896	unclassified	0	0	0	0	462	1
8898	unclassified	0	0	0	0	675	1
8899	unclassified	0	0	0	0	609	1
8893	unclassified	0	0	0	0	1704	1
8901	unclassified	0	0	0	0	195	1
8897	cid|591197	591197	64	64	23	1011	4
8897	cid|84163	84163	64	64	23	1011	4
8897	cid|28110	28110	64	64	23	1011	4
8897	cid|657445	657445	64	64	23	1011	4
8900	unclassified	0	0	0	0	456	1
8905	unclassified	0	0	0	0	348	1
8902	unclassified	0	0	0	0	813	1
8904	unclassified	0	0	0	0	861	1
8906	unclassified	0	0	0	0	579	1
8903	unclassified	0	0	0	0	1185	1
8908	unclassified	0	0	0	0	291	1
8910	cid|28262	28262	64	0	23	312	1
8909	unclassified	0	0	0	0	453	1
8911	unclassified	0	0	0	0	363	1
8907	unclassified	0	0	0	0	984	1
8913	unclassified	0	0	0	0	363	1
8914	unclassified	0	0	0	0	363	1
8915	unclassified	0	0	0	0	300	1
8916	unclassified	0	0	0	0	102	1
8912	unclassified	0	0	0	0	621	1
8918	unclassified	0	0	0	0	129	1
8917	unclassified	0	0	0	0	243	1
8920	unclassified	0	0	0	0	198	1
8922	unclassified	0	0	0	0	552	1
8923	unclassified	0	0	0	0	549	1
8925	unclassified	0	0	0	0	231	1
8919	unclassified	0	0	0	0	1224	1
8926	unclassified	0	0	0	0	210	1
8921	NC_000003.12	9606	164	0	48	1236	1
8928	unclassified	0	0	0	0	477	1
8927	unclassified	0	0	0	0	657	1
8924	unclassified	0	0	0	0	1524	1
8931	unclassified	0	0	0	0	552	1
8929	unclassified	0	0	0	0	1203	1
8933	unclassified	0	0	0	0	261	1
8932	unclassified	0	0	0	0	519	1
8934	unclassified	0	0	0	0	264	1
8930	unclassified	0	0	0	0	1302	1
8935	unclassified	0	0	0	0	450	1
8936	unclassified	0	0	0	0	1014	1
8938	unclassified	0	0	0	0	768	1
8937	unclassified	0	0	0	0	912	1
8939	cid|244787	244787	64	0	23	816	1
8943	unclassified	0	0	0	0	786	1
8942	unclassified	0	0	0	0	1131	1
8941	cid|2285	2285	81	0	24	1086	1
8940	unclassified	0	0	0	0	1290	1
8945	unclassified	0	0	0	0	123	1
8946	unclassified	0	0	0	0	258	1
8947	unclassified	0	0	0	0	267	1
8949	unclassified	0	0	0	0	123	1
8948	unclassified	0	0	0	0	456	1
8951	unclassified	0	0	0	0	429	1
8944	unclassified	0	0	0	0	1089	1
8950	unclassified	0	0	0	0	645	1
8954	unclassified	0	0	0	0	279	1
8955	unclassified	0	0	0	0	192	1
8957	unclassified	0	0	0	0	201	1
8956	unclassified	0	0	0	0	246	1
8953	unclassified	0	0	0	0	807	1
8952	NC_000002.12	9606	64	0	23	1155	1
8961	unclassified	0	0	0	0	183	1
8958	cid|1306519	1306519	169	0	28	375	1
8960	unclassified	0	0	0	0	618	1
8964	unclassified	0	0	0	0	501	1
8962	unclassified	0	0	0	0	1176	1
8959	unclassified	0	0	0	0	1767	1
8965	unclassified	0	0	0	0	462	1
8966	unclassified	0	0	0	0	447	1
8967	unclassified	0	0	0	0	519	1
8963	unclassified	0	0	0	0	2097	1
8968	unclassified	0	0	0	0	846	1
8969	unclassified	0	0	0	0	999	1
8973	unclassified	0	0	0	0	111	1
8972	NC_000017.11	9606	100	0	25	684	1
8974	unclassified	0	0	0	0	408	1
8971	unclassified	0	0	0	0	1068	1
8976	cid|142877	142877	81	81	24	363	2
8976	cid|334543	334543	81	81	24	363	2
8977	unclassified	0	0	0	0	429	1
8979	unclassified	0	0	0	0	258	1
8975	unclassified	0	0	0	0	1767	1
8978	unclassified	0	0	0	0	1278	1
8982	unclassified	0	0	0	0	369	1
8981	unclassified	0	0	0	0	456	1
8970	unclassified	0	0	0	0	3543	1
8984	unclassified	0	0	0	0	309	1
8980	cid|202747	202747	196	0	29	1716	1
8983	cid|1410606	1410606	64	0	23	840	1
8988	unclassified	0	0	0	0	228	1
8986	unclassified	0	0	0	0	1074	1
8985	cid|878220	878220	64	0	23	1419	1
8987	NC_000023.11	9606	64	0	23	1197	1
8990	unclassified	0	0	0	0	924	1
8989	unclassified	0	0	0	0	1443	1
8992	unclassified	0	0	0	0	1158	1
8995	unclassified	0	0	0	0	228	1
8996	unclassified	0	0	0	0	138	1
8993	unclassified	0	0	0	0	990	1
8997	unclassified	0	0	0	0	270	1
8991	unclassified	0	0	0	0	1950	1
8998	unclassified	0	0	0	0	237	1
8994	unclassified	0	0	0	0	1098	1
9000	unclassified	0	0	0	0	189	1
9001	unclassified	0	0	0	0	168	1
9002	unclassified	0	0	0	0	156	1
8999	unclassified	0	0	0	0	324	1
9006	unclassified	0	0	0	0	279	1
9003	unclassified	0	0	0	0	639	1
9007	unclassified	0	0	0	0	552	1
9004	unclassified	0	0	0	0	1104	1
9008	unclassified	0	0	0	0	825	1
9005	unclassified	0	0	0	0	1659	1
9009	unclassified	0	0	0	0	915	1
9013	unclassified	0	0	0	0	141	1
9010	unclassified	0	0	0	0	1125	1
9014	unclassified	0	0	0	0	324	1
9011	unclassified	0	0	0	0	621	1
9012	cid|1528098	1528098	81	0	24	834	1
9016	unclassified	0	0	0	0	327	1
9017	unclassified	0	0	0	0	438	1
9015	unclassified	0	0	0	0	630	1
9019	unclassified	0	0	0	0	735	1
9020	unclassified	0	0	0	0	627	1
9021	unclassified	0	0	0	0	717	1
9023	unclassified	0	0	0	0	252	1
9024	unclassified	0	0	0	0	252	1
9018	cid|28901	28901	81	0	24	1260	1
9025	unclassified	0	0	0	0	321	1
9026	unclassified	0	0	0	0	384	1
9027	unclassified	0	0	0	0	402	1
9028	unclassified	0	0	0	0	360	1
9022	cid|182710	182710	121	0	26	1095	1
9029	unclassified	0	0	0	0	399	1
9031	unclassified	0	0	0	0	309	1
9033	unclassified	0	0	0	0	465	1
9034	unclassified	0	0	0	0	468	1
9032	unclassified	0	0	0	0	783	1
9037	unclassified	0	0	0	0	231	1
9035	unclassified	0	0	0	0	474	1
9030	unclassified	0	0	0	0	1347	1
9039	unclassified	0	0	0	0	162	1
9036	unclassified	0	0	0	0	702	1
9041	unclassified	0	0	0	0	132	1
9038	unclassified	0	0	0	0	837	1
9043	unclassified	0	0	0	0	855	1
9045	unclassified	0	0	0	0	159	1
9042	unclassified	0	0	0	0	1056	1
9047	unclassified	0	0	0	0	813	1
9040	unclassified	0	0	0	0	2121	1
9044	unclassified	0	0	0	0	1581	1
9049	unclassified	0	0	0	0	333	1
9051	unclassified	0	0	0	0	411	1
9052	unclassified	0	0	0	0	279	1
9046	cid|29360	29360	64	0	23	2004	1
9053	unclassified	0	0	0	0	216	1
9050	unclassified	0	0	0	0	1128	1
9048	unclassified	0	0	0	0	1416	1
9054	unclassified	0	0	0	0	306	1
9057	unclassified	0	0	0	0	138	1
9056	unclassified	0	0	0	0	405	1
9059	unclassified	0	0	0	0	351	1
9061	unclassified	0	0	0	0	213	1
9060	unclassified	0	0	0	0	384	1
9055	unclassified	0	0	0	0	921	1
9063	NC_000007.14	9606	324	0	33	228	1
9058	unclassified	0	0	0	0	1395	1
9064	unclassified	0	0	0	0	996	1
9065	unclassified	0	0	0	0	810	1
9062	unclassified	0	0	0	0	1191	1
9069	unclassified	0	0	0	0	78	1
9066	unclassified	0	0	0	0	381	1
9068	unclassified	0	0	0	0	348	1
9070	unclassified	0	0	0	0	333	1
9067	unclassified	0	0	0	0	504	1
9074	cid|60961	60961	64	0	23	297	1
9071	unclassified	0	0	0	0	627	1
9075	unclassified	0	0	0	0	270	1
9076	unclassified	0	0	0	0	213	1
9072	unclassified	0	0	0	0	933	1
9077	unclassified	0	0	0	0	333	1
9073	unclassified	0	0	0	0	966	1
9080	unclassified	0	0	0	0	252	1
9078	unclassified	0	0	0	0	633	1
9079	unclassified	0	0	0	0	495	1
9084	unclassified	0	0	0	0	246	1
9081	unclassified	0	0	0	0	684	1
9083	unclassified	0	0	0	0	558	1
9082	unclassified	0	0	0	0	657	1
9086	unclassified	0	0	0	0	465	1
9088	unclassified	0	0	0	0	417	1
9089	unclassified	0	0	0	0	318	1
9087	unclassified	0	0	0	0	714	1
9092	unclassified	0	0	0	0	114	1
9085	cid|42879	42879	100	0	25	1041	1
9090	unclassified	0	0	0	0	612	1
9093	unclassified	0	0	0	0	237	1
9096	unclassified	0	0	0	0	210	1
9095	unclassified	0	0	0	0	480	1
9097	unclassified	0	0	0	0	258	1
9091	unclassified	0	0	0	0	1167	1
9094	unclassified	0	0	0	0	864	1
9099	unclassified	0	0	0	0	306	1
9100	unclassified	0	0	0	0	366	1
9101	unclassified	0	0	0	0	450	1
9098	unclassified	0	0	0	0	813	1
9102	unclassified	0	0	0	0	615	1
9103	unclassified	0	0	0	0	462	1
9104	unclassified	0	0	0	0	354	1
9105	unclassified	0	0	0	0	318	1
9107	unclassified	0	0	0	0	345	1
9110	cid|2107	2107	100	0	25	732	1
9108	unclassified	0	0	0	0	1071	1
9109	unclassified	0	0	0	0	1161	1
9111	unclassified	0	0	0	0	249	1
9106	cid|727	727	81	0	24	1404	1
9112	unclassified	0	0	0	0	420	1
9113	unclassified	0	0	0	0	294	1
9115	unclassified	0	0	0	0	1020	1
9117	unclassified	0	0	0	0	909	1
9118	unclassified	0	0	0	0	111	1
9114	unclassified	0	0	0	0	1191	1
9119	unclassified	0	0	0	0	153	1
9120	unclassified	0	0	0	0	258	1
9123	unclassified	0	0	0	0	177	1
9122	unclassified	0	0	0	0	471	1
9125	cid|1525	1525	81	0	24	105	1
9116	cid|1491	1491	64	0	23	1677	1
9127	unclassified	0	0	0	0	183	1
9124	unclassified	0	0	0	0	798	1
9121	unclassified	0	0	0	0	1368	1
9126	unclassified	0	0	0	0	882	1
9129	unclassified	0	0	0	0	780	1
9128	unclassified	0	0	0	0	1224	1
9130	unclassified	0	0	0	0	951	1
9134	unclassified	0	0	0	0	279	1
9131	unclassified	0	0	0	0	1449	1
9136	unclassified	0	0	0	0	318	1
9133	cid|1580092	1580092	81	0	24	1056	1
9137	unclassified	0	0	0	0	393	1
9139	unclassified	0	0	0	0	135	1
9140	NC_000023.11	9606	121	0	26	363	1
9135	unclassified	0	0	0	0	1884	1
9132	unclassified	0	0	0	0	2496	1
9141	unclassified	0	0	0	0	861	1
9138	cid|135735	135735	81	0	24	1560	1
9142	unclassified	0	0	0	0	867	1
9145	unclassified	0	0	0	0	96	1
9146	unclassified	0	0	0	0	219	1
9147	unclassified	0	0	0	0	246	1
9149	unclassified	0	0	0	0	162	1
9143	unclassified	0	0	0	0	1320	1
9150	unclassified	0	0	0	0	474	1
9144	unclassified	0	0	0	0	1110	1
9151	unclassified	0	0	0	0	594	1
9153	unclassified	0	0	0	0	222	1
9155	unclassified	0	0	0	0	531	1
9152	unclassified	0	0	0	0	843	1
9148	unclassified	0	0	0	0	1524	1
9154	unclassified	0	0	0	0	1077	1
9158	unclassified	0	0	0	0	450	1
9156	unclassified	0	0	0	0	1044	1
