name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Blastomonas sp. RAC04	1842535	species	4403499	1	0	0.0
Exiguobacterium sp. U13-1	1849031	species	3208634	1	0	0.0
Lutibacter sp. LPB0138	1850246	species	3426122	5	3	0.0
Arachidicoccus sp. BS20	1850526	species	3492500	2	2	0.0
Pseudomonas sp. A3(2016)	1853130	species	6823539	1	1	0.0
Hymenobacteraceae	1853232	family	0	1	0	0.0
haloarchaeon HTSR1	1855411	species	1972283	1	1	0.0
Streptococcus himalayensis	1888195	species	2275471	3	1	0.0
Sulfolobus sp. A20	1891280	species	2688317	6	5	0.0
Bacillus sp. ABP14	1892404	species	5152566	2	0	0.0
Spiroplasma sp. TU-14	1898044	species	1199640	2	2	0.0
Stenotrophomonas sp. LM091	1904944	species	4317450	1	0	0.0
