items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	ECGs_and_EAGs!EAG	ECGs_and_EAGs!ECG	ECGs_and_EAGs!NA	EAG_ECG_ratio
GC_00002047	4	4	1	0	0.785218253968254	0.944416749750748	0.857491054081526	0	4	0	0.0
GC_00002048	4	4	1	0	0.821219715956558	0.839994122832795	0.830500828792334	0	4	0	0.0
GC_00002049	4	4	1	0	0.7085346215781	0.869753086419753	0.780909806025864	0	4	0	0.0
GC_00002050	4	4	1	0	0.891067538126362	0.691254565551712	0.778545028869911	0	4	0	0.0
GC_00002051	4	4	1	0	0.710570469798658	0.937318719940806	0.808344404862218	0	4	0	0.0
GC_00002052	1	4	4	0	0.800371402042711	0.796170074651088	0.798265210412891	0	4	0	0.0
GC_00002053	4	4	1	0	0.606135986733002	0.671631347461016	0.637205097704092	0	4	0	0.0
GC_00002054	4	4	1	0	0.826498422712934	0.969873448047465	0.892464292154686	0	4	0	0.0
GC_00002055	4	4	1	0	0.612640163098879	0.917495868640345	0.734699146934623	0	4	0	0.0
GC_00002056	4	4	1	0	0.641952983725136	0.63454398708636	0.63822698389323	0	4	0	0.0
GC_00002057	4	4	1	0	0.717661691542289	0.739533506985555	0.728433456425932	0	4	0	0.0
GC_00002058	1	4	4	0	0.758092738407699	0.718031131471356	0.737518304292036	0	4	0	0.0
GC_00002059	4	4	1	0	0.659836065573771	0.792045189843932	0.719921109075678	0	4	0	0.0
GC_00002060	3	4	2	0	0.610508556278621	0.725842292224151	0.663198486248145	0	4	0	0.0
GC_00002061	4	4	1	0	0.838718820861678	0.961789998554707	0.896048233483058	0	4	0	0.0
GC_00002062	4	4	1	0	0.693355119825708	0.958444060589956	0.804628194947233	0	4	0	0.0
GC_00002063	4	4	1	0	0.66232073011734	0.854362728012084	0.746183579400151	0	4	0	0.0
GC_00002064	4	4	1	0	0.764444444444444	0.889215686274511	0.822122972741526	0	4	0	0.0
GC_00002065	4	4	1	0	0.662882228277324	0.954582656926408	0.782429200765694	0	4	0	0.0
GC_00002066	3	4	2	0	0.76574427480916	0.649335122552848	0.702751596064891	0	4	0	0.0
GC_00002067	4	4	1	0	0.709291187739464	0.852183967112024	0.774199418194271	0	4	0	0.0
GC_00002068	3	4	2	0	0.828098615332658	0.638971269694162	0.721344264607289	0	4	0	0.0
GC_00002069	3	4	2	0	0.796610169491525	0.567369527578531	0.662725899072449	0	4	0	0.0
GC_00002070	3	4	2	0	0.822589531680441	0.659019363269185	0.731775344016644	1	3	0	0.25
GC_00002071	3	4	2	0	0.687017001545595	0.689284911807664	0.688149088112433	0	4	0	0.0
GC_00002072	3	4	2	0	0.758082497212932	0.615038856600379	0.679109957761232	1	3	0	0.25
GC_00002073	3	4	2	0	0.655930470347648	0.682583104837343	0.668991432448398	0	4	0	0.0
GC_00002074	3	4	2	0	0.664658634538153	0.881010605012678	0.757692901893454	0	4	0	0.0
GC_00002075	4	4	1	0	0.693200663349917	0.954496432719431	0.803130092180962	0	4	0	0.0
GC_00002076	4	4	1	0	0.660043352601156	0.905293822366278	0.763456179485656	0	4	0	0.0
GC_00002077	3	4	2	0	0.853619729514718	0.944526718499321	0.896775279739083	0	4	0	0.0
GC_00002078	4	4	1	0	0.737191078963231	0.991071658801992	0.845483929633122	0	4	0	0.0
GC_00002079	2	4	3	0	0.745583038869258	0.996478873239436	0.852963653375043	0	4	0	0.0
GC_00002080	1	4	4	0	0.655381944444444	0.932331628303495	0.769702200589055	0	4	0	0.0
GC_00002081	4	4	1	0	0.726101413133832	0.986517698510316	0.836510453608337	0	4	0	0.0
GC_00002082	4	4	1	0	0.688904830224773	0.946161716719209	0.797295226961741	0	4	0	0.0
GC_00002083	4	4	1	0	0.768901766004415	0.979869641762115	0.861660357275912	0	4	0	0.0
GC_00002084	3	4	2	0	0.743410852713178	0.595851710917006	0.661502293176523	0	4	0	0.0
GC_00002085	4	4	1	0	0.619270346117867	0.896059463986599	0.732385848552556	0	4	0	0.0
GC_00002086	4	4	1	0	0.652930402930403	0.95873015873016	0.77681874674185	0	4	0	0.0
GC_00002087	4	4	1	0	0.75116144018583	0.807199378748201	0.778172860213927	0	4	0	0.0
GC_00002088	2	4	2	0	0.906057661159702	0.793335062240665	0.84595785436986	0	4	0	0.0
GC_00002089	4	4	1	0	0.684237726098191	0.960706241956242	0.799238718412961	0	4	0	0.0
GC_00002090	4	4	1	0	0.793518518518519	0.96853516657853	0.872335045199434	0	4	0	0.0
GC_00002091	3	4	2	0	0.593939393939394	0.64265999654994	0.617339927215914	0	4	0	0.0
GC_00002092	4	4	1	0	0.803772949300994	0.965188100587082	0.877116074758332	0	4	0	0.0
GC_00002093	4	4	1	0	0.660092807424594	0.71364263755568	0.685824004677677	0	4	0	0.0
GC_00002094	4	4	1	0	0.763485477178423	0.713261217948718	0.737519282264662	0	4	0	0.0
GC_00002095	4	4	1	0	0.712820512820513	0.736059155070078	0.724253471162529	0	4	0	0.0
GC_00002096	4	4	1	0	0.756422160321882	0.956109910114915	0.84462385983793	0	4	0	0.0
GC_00002097	4	4	1	0	0.668558456299659	0.813406322155562	0.733903643312718	0	4	0	0.0
GC_00002098	2	4	3	0	0.864709268854347	0.636259706643659	0.733099317460277	0	4	0	0.0
GC_00002099	1	4	4	0	0.796019900497512	0.519311338046609	0.628559784068757	0	4	0	0.0
GC_00002100	3	4	2	0	0.830610021786492	0.779809788737687	0.804408665839627	0	4	0	0.0
GC_00002101	1	4	4	0	0.622076023391813	0.687656529516995	0.653224413474789	0	4	0	0.0
GC_00002102	4	4	1	0	0.643776824034335	0.79359477124183	0.710877998534763	0	4	0	0.0
GC_00002103	4	4	1	0	0.746150024838549	0.948935245545415	0.835412907426777	0	4	0	0.0
GC_00002104	4	4	1	0	0.749249249249249	0.833093419506461	0.788949993506207	0	4	0	0.0
GC_00002105	4	4	1	0	0.660888888888889	0.73097014925373	0.69416519419367	0	4	0	0.0
GC_00002106	3	4	2	0	0.783427495291902	0.919875776397516	0.846186333885237	0	4	0	0.0
GC_00002107	4	4	1	0	0.658764367816092	0.658269443224321	0.658516812527016	0	4	0	0.0
GC_00002108	2	4	3	0	0.689081706435286	0.569817048158176	0.623799971948582	2	2	0	0.5
GC_00002109	3	4	2	0	0.635049683830172	0.619463582677165	0.62715981221732	0	4	0	0.0
GC_00002110	4	4	1	0	0.722943722943723	0.853005464480875	0.782607651444534	0	4	0	0.0
GC_00002111	3	4	2	0	0.761711711711712	0.636510754776306	0.693505802065052	0	4	0	0.0
GC_00002112	3	4	2	0	0.833785004516712	0.831491228070176	0.832636536552412	0	4	0	0.0
GC_00002113	1	4	4	0	0.600276625172891	0.611341419061631	0.605758498908077	0	4	0	0.0
GC_00002114	3	4	2	0	0.672477064220183	0.689510775523046	0.680887403751469	0	4	0	0.0
GC_00002115	3	4	2	0	0.730560578661845	0.672290182372183	0.700215187965508	0	4	0	0.0
GC_00002116	3	4	2	0	0.685430463576159	0.679343434343434	0.682373374577645	0	4	0	0.0
GC_00002117	4	4	1	0	0.792091836734694	0.961333749366904	0.868545116812228	0	4	0	0.0
GC_00002118	3	4	2	0	0.846542346542347	0.812197159565581	0.829014184303076	0	4	0	0.0
GC_00002119	4	4	1	0	0.73448275862069	0.71510100636377	0.724662310014384	0	4	0	0.0
GC_00002120	1	4	4	0	0.72830494728305	0.858719135802469	0.788153628665334	0	4	0	0.0
GC_00002121	3	4	2	0	0.747579529737206	0.580626858982193	0.653610399524137	0	4	0	0.0
GC_00002122	3	4	2	0	0.716461628588166	0.826508569529507	0.767560742896508	0	4	0	0.0
GC_00002123	4	4	1	0	0.639069264069264	0.846085759244688	0.728149445696869	0	4	0	0.0
GC_00002124	4	4	1	0	0.685434516523868	0.972901678657073	0.804252350848326	0	4	0	0.0
GC_00002125	4	4	1	0	0.734633569739953	0.809609489537518	0.77030141831762	0	4	0	0.0
GC_00002126	3	4	2	0	0.730978260869565	0.674416920179633	0.701559410565047	0	4	0	0.0
GC_00002127	4	4	1	0	0.888563049853372	0.783771929824562	0.832884302268793	0	4	0	0.0
GC_00002128	4	4	1	0	0.784060846560847	0.971568759241835	0.867801524131783	0	4	0	0.0
GC_00002129	2	3	2	0	0.844272844272844	0.935879357618487	0.887719068418214	0	3	0	0.0
GC_00002130	3	3	1	0	0.667495854063018	0.837839884874651	0.743029790705876	0	3	0	0.0
GC_00002131	2	3	2	0	0.688282138794084	0.721333562664833	0.704420370432966	0	3	0	0.0
GC_00002132	3	3	1	0	0.769273433166944	0.959038768249295	0.853738167429222	0	3	0	0.0
GC_00002133	3	3	1	0	0.833333333333333	0.912341192184636	0.871049345919672	0	3	0	0.0
GC_00002134	3	3	1	0	0.905138339920949	0.631549413735344	0.743989254246787	0	3	0	0.0
GC_00002135	3	3	1	0	0.730245231607629	0.807447329740323	0.766908258696792	0	3	0	0.0
GC_00002136	2	3	2	0	0.672633744855967	0.921281971050767	0.777563501095969	0	3	0	0.0
GC_00002137	3	3	1	0	0.611295681063123	0.577838709758972	0.5940965299684	0	3	0	0.0
GC_00002138	3	3	1	0	0.780982905982906	0.779732036183651	0.780356969814529	0	3	0	0.0
GC_00002139	2	3	2	0	0.676684881602914	0.639460689119459	0.657546384430747	0	3	0	0.0
GC_00002140	2	3	2	0	0.801864801864802	0.714878587196469	0.755877336685763	0	3	0	0.0
GC_00002141	2	3	2	0	0.901875901875902	1.0	0.948406676783004	0	3	0	0.0
GC_00002142	2	3	2	0	0.486111111111111	0.594332380979681	0.534801822033775	0	3	0	0.0
GC_00002143	2	3	2	0	0.833333333333333	0.896362552176505	0.863699566771239	1	2	0	0.333333333333333
GC_00002144	1	3	3	0	0.867355727820844	0.88705619233995	0.877095350850658	0	3	0	0.0
GC_00002145	2	3	2	0	0.858039215686275	0.591946211683054	0.700576783205997	0	3	0	0.0
GC_00002146	2	3	2	0	0.624242424242424	0.5998920241178	0.611825035919246	0	3	0	0.0
GC_00002147	3	3	1	0	0.879432624113475	0.749621845394475	0.809355265802955	0	3	0	0.0
GC_00002148	3	3	1	0	0.792483660130719	0.542836067933218	0.644323160851386	0	3	0	0.0
GC_00002149	2	3	2	0	0.852459016393443	0.968595323434033	0.906823919132571	0	3	0	0.0
GC_00002150	3	3	1	0	0.711183496199783	0.895234055446143	0.79266525047235	0	3	0	0.0
GC_00002151	3	3	1	0	0.792095180479935	0.957414452495973	0.86694392445719	0	3	0	0.0
GC_00002152	3	3	1	0	0.611111111111111	0.669278809601395	0.638873690525507	0	3	0	0.0
GC_00002153	3	3	1	0	0.85297845373891	0.985103847463399	0.91429241882363	0	3	0	0.0
GC_00002154	3	3	1	0	0.695833333333333	0.612014885699096	0.651238196861529	0	3	0	0.0
GC_00002155	1	3	3	0	0.574712643678161	0.688342888342887	0.626416418102525	0	3	0	0.0
GC_00002156	3	3	1	0	0.774955908289242	0.937202675333242	0.848391915867205	0	3	0	0.0
GC_00002157	3	3	1	0	0.773946360153257	0.911513157894737	0.83711567466356	0	3	0	0.0
GC_00002158	3	3	1	0	0.70671834625323	0.887158987306262	0.786724949494829	0	3	0	0.0
GC_00002159	3	3	1	0	0.89041095890411	0.669493644341203	0.764308889912687	0	3	0	0.0
GC_00002160	3	3	1	0	0.698765432098765	0.75884145935657	0.727565413349995	0	3	0	0.0
GC_00002161	3	3	1	0	0.584144645340751	0.680969892863229	0.628852020179984	0	3	0	0.0
GC_00002162	3	3	1	0	0.67953431372549	0.868201308959601	0.762368678490349	0	3	0	0.0
GC_00002163	3	3	1	0	0.888888888888889	0.844953906404699	0.866364748943946	0	3	0	0.0
GC_00002164	3	3	1	0	0.672862453531598	0.817279052383415	0.738072708160707	0	3	0	0.0
GC_00002165	3	3	1	0	0.623052959501558	0.89873417721519	0.73592288357389	0	3	0	0.0
GC_00002166	3	3	1	0	0.660391288298265	0.810215119908504	0.727671257039538	0	3	0	0.0
GC_00002167	3	3	1	0	0.701779701779702	0.863869527584163	0.774434130039342	0	3	0	0.0
GC_00002168	2	3	2	0	0.72069825436409	0.602755790090882	0.656471673567244	0	3	0	0.0
GC_00002169	2	3	2	0	0.65980024968789	0.598213375830709	0.627499300060486	0	3	0	0.0
GC_00002170	2	3	2	0	0.709713024282561	0.812257751937984	0.757530847019793	0	3	0	0.0
GC_00002171	3	3	1	0	0.735555555555556	0.962223052028878	0.833758310349384	0	3	0	0.0
GC_00002172	1	3	3	0	0.732124874118832	0.634983473928271	0.680102929049273	0	3	0	0.0
GC_00002173	1	3	3	0	0.781746031746032	0.660974992086102	0.716305603940234	0	3	0	0.0
GC_00002174	2	3	2	0	0.580993520518359	0.602410498979782	0.591508209931401	0	3	0	0.0
GC_00002175	3	3	1	0	0.714666666666667	0.899563659030701	0.796525937370437	0	3	0	0.0
GC_00002176	2	3	2	0	0.540996168582375	0.641672107147802	0.587049062830091	0	3	0	0.0
GC_00002177	3	3	1	0	0.844057971014493	0.70934234587252	0.770858682984765	0	3	0	0.0
GC_00002178	2	3	2	0	0.577777777777778	0.814629858227658	0.676059247345818	0	3	0	0.0
GC_00002179	3	3	1	0	0.713652482269504	0.964619359968198	0.820371269255941	0	3	0	0.0
GC_00002180	1	3	3	0	0.794612794612795	0.665022879736995	0.724065187273063	0	3	0	0.0
GC_00002181	1	3	3	0	0.704385964912281	0.743679653679654	0.723499686363856	0	3	0	0.0
GC_00002182	3	3	1	0	0.693558474046279	0.840160436934631	0.759852912319851	0	3	0	0.0
GC_00002183	3	3	1	0	0.687853107344633	0.836851322702554	0.755071961965249	0	3	0	0.0
GC_00002184	1	3	3	0	0.625	0.73829765309014	0.676940992505072	0	3	0	0.0
GC_00002185	2	3	2	0	0.714060031595577	0.545413155090574	0.618445456201153	0	3	0	0.0
GC_00002186	3	3	1	0	0.778420038535645	0.988615216201423	0.871015892444032	0	3	0	0.0
GC_00002187	1	3	3	0	0.800557880055788	0.674152104088409	0.731937513256022	0	3	0	0.0
GC_00002188	2	3	2	0	0.726495726495726	0.600726724256135	0.657652223584113	0	3	0	0.0
GC_00002189	2	3	2	0	0.643347907557776	0.746557126860278	0.691120549310051	0	3	0	0.0
GC_00002190	3	3	1	0	0.699851851851852	0.679999072528287	0.689782645006015	0	3	0	0.0
GC_00002191	3	3	1	0	0.685232067510549	0.751325341534347	0.71675829160902	0	3	0	0.0
GC_00002192	3	3	1	0	0.527653213751868	0.710624338624338	0.605620630570082	0	3	0	0.0
GC_00002193	1	3	3	0	0.724896836313618	0.75531391958777	0.739792855240256	0	3	0	0.0
GC_00002194	3	3	1	0	0.717698154180239	0.928369669546138	0.809552545315943	0	3	0	0.0
GC_00002195	3	3	1	0	0.626262626262626	0.609379658296068	0.617705803636877	0	3	0	0.0
GC_00002196	3	3	1	0	0.707317073170732	0.627163751127971	0.664833275636968	0	3	0	0.0
GC_00002197	3	3	1	0	0.647852760736196	0.995115995115996	0.784785033059562	0	3	0	0.0
GC_00002198	3	3	1	0	0.710382513661202	0.88034188034188	0.786282627205731	0	3	0	0.0
GC_00002199	3	3	1	0	0.720043572984749	0.674483323102109	0.696519204108374	0	3	0	0.0
GC_00002200	3	3	1	0	0.700294985250737	0.683959595959597	0.692030904814968	0	3	0	0.0
GC_00002201	3	3	1	0	0.746996996996997	0.93539112726111	0.830645857524476	0	3	0	0.0
GC_00002202	3	3	1	0	0.807784145176695	0.885679358471509	0.844940256394418	0	3	0	0.0
GC_00002203	3	3	1	0	0.809610705596107	0.798437518467303	0.803985294753483	0	3	0	0.0
GC_00002204	3	3	1	0	0.817283950617284	0.606256381694979	0.696128658207802	0	3	0	0.0
GC_00002205	3	3	1	0	0.709832134292566	0.786884308951452	0.746374867444782	0	3	0	0.0
GC_00002206	3	3	1	0	0.776143790849673	0.701392123376288	0.736877034619574	0	3	0	0.0
GC_00002207	2	3	2	0	0.744791666666667	0.649294045426642	0.693771968330285	0	3	0	0.0
GC_00002208	1	3	3	0	0.954484605087015	0.593406593406594	0.731831098354892	0	3	0	0.0
GC_00002209	3	3	1	0	0.677083333333333	0.759242931875625	0.715813318430592	0	3	0	0.0
GC_00002210	2	3	2	0	0.687321937321937	0.8324056213833	0.752938434326057	0	3	0	0.0
GC_00002211	2	3	2	0	0.707482993197279	0.544262170577959	0.615231024121908	0	3	0	0.0
GC_00002212	3	3	1	0	0.72192513368984	0.909446736485771	0.804908394982443	0	3	0	0.0
GC_00002213	3	3	1	0	0.930412371134021	0.994881694881696	0.9615676410911	0	3	0	0.0
GC_00002214	1	3	3	0	0.674774774774775	0.574973881980252	0.620889439836626	0	3	0	0.0
GC_00002215	3	3	1	0	0.855555555555556	0.790048407069682	0.821498148008795	0	3	0	0.0
GC_00002216	2	3	2	0	0.659844054580897	0.58864356846008	0.62221355141607	0	3	0	0.0
GC_00002217	2	3	2	0	0.552053486150907	0.560147175089703	0.556070880988183	0	3	0	0.0
GC_00002218	3	3	1	0	0.783902012248469	1.0	0.878862187346739	0	3	0	0.0
GC_00002219	3	3	1	0	0.554559043348281	0.671961222967934	0.607641281126888	0	3	0	0.0
GC_00002220	3	3	1	0	0.680454176804542	0.715715874781505	0.697639740728068	0	3	0	0.0
GC_00002221	1	3	3	0	0.824691358024691	0.518385460693152	0.636609914788654	0	3	0	0.0
GC_00002222	3	3	1	0	0.800557880055788	0.989693181891471	0.885134708132959	0	3	0	0.0
GC_00002223	2	3	2	0	0.792843691148776	0.620526908988447	0.696180952018918	0	3	0	0.0
GC_00002224	1	3	3	0	0.71810287241149	0.681460013275238	0.699301757671868	0	3	0	0.0
GC_00002225	3	3	1	0	0.803977272727273	0.679456212064906	0.736490524062932	0	3	0	0.0
GC_00002226	3	3	1	0	0.640901771336554	0.793018775775994	0.708891631578089	0	3	0	0.0
GC_00002227	1	3	3	0	0.76980056980057	0.691120706084924	0.728341933445627	0	3	0	0.0
GC_00002228	2	3	2	0	0.80773249738767	0.825168983063719	0.816357644887007	0	3	0	0.0
GC_00002229	3	3	1	0	0.840341255332115	0.8482151665046	0.844259852492085	0	3	0	0.0
GC_00002230	3	3	1	0	0.620689655172414	0.704522500280552	0.659954447234713	0	3	0	0.0
GC_00002231	2	3	2	0	0.808049535603715	0.769608299940981	0.78836058789562	0	3	0	0.0
GC_00002232	2	3	2	0	0.816017316017316	0.665999443981096	0.733415563730954	0	3	0	0.0
GC_00002233	3	3	1	0	0.701682582992269	0.636060792171124	0.667262178796034	0	3	0	0.0
GC_00002234	2	3	2	0	0.737352737352737	0.818506477513421	0.775813114668458	0	3	0	0.0
GC_00002235	3	3	1	0	0.658119658119658	0.615519848106607	0.636107328677381	0	3	0	0.0
GC_00002236	2	3	2	0	0.671957671957672	0.904061284046694	0.770918285494781	0	3	0	0.0
GC_00002237	3	3	1	0	0.880520688052069	1.0	0.936464771322621	0	3	0	0.0
GC_00002238	3	3	1	0	0.676116838487973	0.860927152317882	0.757411431130787	0	3	0	0.0
GC_00002239	3	3	1	0	0.840401785714286	0.88645686058892	0.862815181998172	0	3	0	0.0
GC_00002240	3	3	1	0	0.742642026009583	0.6703093212385	0.704624222691321	0	3	0	0.0
GC_00002241	3	3	1	0	0.770698924731183	0.835564287069304	0.801821884305319	0	3	0	0.0
GC_00002242	2	3	2	0	0.797814207650273	0.644506287363431	0.713012502777462	1	2	0	0.333333333333333
GC_00002243	3	3	1	0	0.696707818930041	0.858651577584563	0.769248919806378	0	3	0	0.0
GC_00002244	3	3	1	0	0.66320987654321	0.883453048242458	0.757650264536854	0	3	0	0.0
GC_00002245	2	3	2	0	0.790055248618785	0.624183006535947	0.697391770608587	0	3	0	0.0
GC_00002246	3	3	1	0	0.692570452604611	0.95767893562011	0.803830183031709	0	3	0	0.0
GC_00002247	3	3	1	0	0.667325428194993	0.783329100653137	0.720689064302614	0	3	0	0.0
GC_00002248	1	3	3	0	0.834757834757835	0.653100648643941	0.732839701386755	0	3	0	0.0
GC_00002249	3	3	1	0	0.700075930144267	0.898626496448261	0.787021736989763	0	3	0	0.0
GC_00002250	3	3	1	0	0.820952380952381	0.969523809523808	0.889073961499493	0	3	0	0.0
GC_00002251	3	3	1	0	0.843028624192059	0.855346531402869	0.849142908385775	0	3	0	0.0
GC_00002252	1	3	3	0	0.902654867256637	0.629811420982736	0.741944340266081	0	3	0	0.0
GC_00002253	2	3	2	0	0.83651804670913	0.591914838035526	0.693273655933986	0	3	0	0.0
GC_00002254	2	3	2	0	0.776190476190476	0.569264561084602	0.656815305610665	0	3	0	0.0
GC_00002255	3	3	1	0	0.818707482993197	0.956211806806036	0.882133363536884	0	3	0	0.0
GC_00002256	2	3	2	0	0.652254765225477	0.626508859357699	0.639122635514813	0	3	0	0.0
GC_00002257	2	3	2	0	0.74585635359116	0.837285466855614	0.788930817388885	0	3	0	0.0
GC_00002258	3	3	1	0	0.578358208955224	0.712564430874291	0.638485181513401	0	3	0	0.0
GC_00002259	2	3	2	0	0.628056628056628	0.58430790797711	0.605392921887174	0	3	0	0.0
GC_00002260	3	3	1	0	0.72005772005772	0.897726961556747	0.799136296095728	0	3	0	0.0
GC_00002261	2	3	2	0	0.805167958656331	0.66700736488054	0.729604619508693	0	3	0	0.0
GC_00002262	2	3	2	0	0.735973597359736	0.674755485064762	0.704036271553797	0	3	0	0.0
GC_00002263	3	3	1	0	0.80952380952381	0.731265713535218	0.768407361726976	0	3	0	0.0
GC_00002264	3	3	1	0	0.735368956743003	0.970536828963796	0.836743343478449	0	3	0	0.0
GC_00002265	3	3	1	0	0.860371267150928	0.963623231228864	0.909074825877923	0	3	0	0.0
GC_00002266	1	3	3	0	0.992481203007519	0.610883915139235	0.756272911432813	1	2	0	0.333333333333333
GC_00002267	3	3	1	0	0.676959619952494	0.695698445698443	0.686201126393735	0	3	0	0.0
GC_00002268	3	3	1	0	0.788659793814433	0.766208905534749	0.777272264482202	0	3	0	0.0
GC_00002269	2	3	2	0	0.704236610711431	0.657687395618429	0.680166500106131	0	3	0	0.0
GC_00002270	2	3	2	0	0.698412698412698	0.589315818281336	0.639242892469001	0	3	0	0.0
GC_00002271	2	3	2	0	0.726122707147375	0.58973088501986	0.650858103466901	0	3	0	0.0
GC_00002272	2	3	2	0	0.911196911196911	0.513713958090587	0.657015932631554	0	3	0	0.0
GC_00002273	3	3	1	0	0.729989868287741	0.966551011656464	0.83177771197083	0	3	0	0.0
GC_00002274	3	3	1	0	0.836206896551724	0.944695372879654	0.887146700301185	0	3	0	0.0
GC_00002275	2	3	2	0	0.63023679417122	0.901594966344747	0.741880846025323	0	3	0	0.0
GC_00002276	3	3	1	0	0.822321428571429	0.963136116216912	0.887175916680918	0	3	0	0.0
GC_00002277	2	3	2	0	0.668908819133034	0.60758025179619	0.636771278365415	0	3	0	0.0
GC_00002278	3	3	1	0	0.771929824561403	0.691661581930226	0.729594613943664	0	3	0	0.0
GC_00002279	2	3	2	0	0.675175730669626	0.753232029760805	0.71207116083473	1	2	0	0.333333333333333
GC_00002280	2	3	2	0	0.626262626262626	0.564620900558897	0.593846434286563	0	3	0	0.0
GC_00002281	2	3	2	0	0.68640350877193	0.59854778790949	0.639472177427768	0	3	0	0.0
GC_00002282	3	3	1	0	0.792	0.668789808917197	0.72519882796149	0	3	0	0.0
GC_00002283	2	3	2	0	0.855952380952381	0.569066425938463	0.683631345560762	0	3	0	0.0
GC_00002284	3	3	1	0	0.834697217675941	0.993511876295235	0.907206513310027	0	3	0	0.0
GC_00002285	3	3	1	0	0.750856583455702	0.695339030572191	0.72203218399301	0	3	0	0.0
GC_00002286	3	3	1	0	0.649612403100775	0.930161532103277	0.764975867339476	0	3	0	0.0
GC_00002287	2	3	2	0	0.8	0.638755980861243	0.710342534087129	0	3	0	0.0
GC_00002288	2	3	2	0	0.663056558363418	0.607622520010433	0.634130369751298	0	3	0	0.0
GC_00002289	3	3	1	0	0.746368715083799	0.960114787539329	0.839855339014013	0	3	0	0.0
GC_00002290	3	3	1	0	0.664549304295221	0.806106246881098	0.728515042321613	0	3	0	0.0
GC_00002291	3	3	1	0	0.68640350877193	0.690626288219265	0.688508423738733	0	3	0	0.0
GC_00002292	3	3	1	0	0.8275	0.863166203930536	0.844956895798771	0	3	0	0.0
GC_00002293	3	3	1	0	0.621103117505995	0.92452736318408	0.743032483723866	0	3	0	0.0
GC_00002294	3	3	1	0	0.588203463203463	0.671600207649414	0.627141477941738	0	3	0	0.0
GC_00002295	3	3	1	0	0.735267857142857	0.94211207850387	0.825936586492989	0	3	0	0.0
GC_00002296	3	3	1	0	0.749575757575758	0.729982865785333	0.739649583326883	0	3	0	0.0
GC_00002297	2	3	2	0	0.580188679245283	0.637554064131245	0.607520188361156	0	3	0	0.0
GC_00002298	3	3	1	0	0.70380687093779	0.600861472678111	0.648272697075808	0	3	0	0.0
GC_00002299	3	3	1	0	0.783929257977701	1.0	0.878879310344828	0	3	0	0.0
GC_00002300	3	3	1	0	0.807519640852974	1.0	0.893511331884508	0	3	0	0.0
GC_00002301	2	3	2	0	0.744242424242424	0.632912034922086	0.684077205818131	0	3	0	0.0
GC_00002302	1	3	3	0	0.696907216494845	0.736014908055272	0.715927393517705	0	3	0	0.0
GC_00002303	2	3	2	0	0.687203791469194	0.579081323475943	0.628526508548445	0	3	0	0.0
GC_00002304	2	3	2	0	0.810353935552034	0.864382500967866	0.836496712207643	0	3	0	0.0
GC_00002305	1	3	3	0	0.788079470198676	0.662552649622882	0.719884985254233	0	3	0	0.0
GC_00002306	2	3	2	0	0.764044943820225	0.673653868326991	0.716007869842309	0	3	0	0.0
GC_00002307	3	3	1	0	0.633652822151225	0.734555277840895	0.680383378570322	0	3	0	0.0
GC_00002308	3	3	1	0	0.674778761061947	0.676825138832451	0.67580040080178	0	3	0	0.0
GC_00002309	3	3	1	0	0.715873015873016	0.752871287128713	0.733906150688772	0	3	0	0.0
GC_00002310	3	3	1	0	0.524324324324324	0.631140026094009	0.572794941905335	0	3	0	0.0
GC_00002311	1	3	3	0	0.734526472781506	0.607611043502075	0.665068059258943	0	3	0	0.0
GC_00002312	3	3	1	0	0.758580570098895	0.719977553310883	0.738775127202233	0	3	0	0.0
GC_00002313	1	3	3	0	0.972698412698413	0.625158454165224	0.761132800643278	0	3	0	0.0
GC_00002314	3	3	1	0	0.665841584158416	0.902043251304997	0.766150540962156	0	3	0	0.0
GC_00002315	3	3	1	0	0.697272122421823	0.94489385379216	0.802413583572071	0	3	0	0.0
GC_00002316	3	3	1	0	0.842925659472422	0.749200984387235	0.793304648568729	0	3	0	0.0
GC_00002317	3	3	1	0	0.690277777777778	0.772954349698537	0.729280338798753	0	3	0	0.0
GC_00002318	3	3	1	0	0.712280701754386	0.950921273031825	0.814480600596144	0	3	0	0.0
GC_00002319	1	3	3	0	0.719791666666667	0.639554652824796	0.677305117732468	0	3	0	0.0
GC_00002320	2	3	2	0	0.615993665874901	0.729518794517974	0.667966993673996	0	3	0	0.0
GC_00002321	3	3	1	0	0.607235142118863	0.706747563890423	0.653223144320635	0	3	0	0.0
GC_00002322	2	3	2	0	0.64638783269962	0.645552835577315	0.645970064304019	0	3	0	0.0
GC_00002323	3	3	1	0	0.735381988903116	0.926440523964567	0.819928325483882	0	3	0	0.0
GC_00002324	1	3	3	0	0.770459081836327	0.722939376553835	0.745943194401604	0	3	0	0.0
GC_00002325	3	3	1	0	0.657718120805369	0.727549467275495	0.69087369476727	0	3	0	0.0
GC_00002326	3	3	1	0	0.735151515151515	0.778231204387442	0.756078210299518	0	3	0	0.0
GC_00002327	3	3	1	0	0.795584045584046	0.965720939479146	0.872435130146956	0	3	0	0.0
GC_00002328	2	3	2	0	0.620098039215686	0.510878225163939	0.560214384120466	0	3	0	0.0
GC_00002329	3	3	1	0	0.661375661375661	0.616677878194065	0.638245154711827	0	3	0	0.0
